id,parent folder,BAS,NGB,EBO,FGC,MON,LYT,NIF,MYB,PMO,ART,HAC,PEB,KSC,OTH,LYI,MMZ,ABE,BLA,PLM,NGS,EOS
EBO_09458,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09121,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09109,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09499,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09461,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09225,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09206,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09277,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09400,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09128,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09787,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09349,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09593,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09140,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09185,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09030,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09126,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09374,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09946,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09411,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09554,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09768,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09452,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09848,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09896,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09680,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09682,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09727,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09765,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09364,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09380,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09776,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09447,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09724,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09876,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09497,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09189,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09721,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09311,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09434,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09747,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09315,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09017,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09857,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09546,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09761,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09195,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09236,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09407,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09373,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09924,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09480,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09950,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09824,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09251,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09947,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09471,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09273,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09643,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09544,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09215,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09150,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09459,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09813,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09422,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09606,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09927,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09120,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09287,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09912,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09410,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09161,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09436,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09424,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09384,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09019,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09013,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09269,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09072,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09705,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09931,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09794,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09785,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09087,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09151,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09476,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09301,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09627,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09378,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09336,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09637,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09666,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09307,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09166,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09702,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09004,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09663,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09875,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09984,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09078,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09084,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09886,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09219,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09383,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09132,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09656,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09873,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09763,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09860,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09676,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09049,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09477,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09811,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09063,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09838,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09832,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09985,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09748,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09534,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09700,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09965,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09806,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09759,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09825,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09960,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09435,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09023,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09259,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09320,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09518,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09318,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09687,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09647,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09814,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09655,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09418,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09203,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09604,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09617,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09070,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09456,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09101,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09294,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09543,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09597,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09602,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09823,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09878,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09753,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09186,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09451,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09819,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09624,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09096,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09774,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09489,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09503,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09184,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09957,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09675,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09835,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09909,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09250,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09449,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09053,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09677,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09683,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09956,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09522,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09309,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09872,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09369,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09326,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09479,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09999,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09396,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09118,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09100,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09080,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09440,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09107,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09272,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09633,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09265,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09808,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09906,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09119,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09433,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09891,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09764,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09239,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09266,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09926,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09964,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09455,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09837,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09469,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09616,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09547,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09253,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09312,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09525,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09549,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09732,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09712,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09493,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09507,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09945,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09863,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09574,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09652,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09845,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09218,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09982,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09839,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09520,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09529,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09911,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09134,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09815,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09136,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09576,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09359,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09275,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09697,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09329,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09789,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09079,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09564,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09267,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09591,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09913,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09241,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09295,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBO_09715,EBO/9001-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
