id,segmentationSetId,wsi,segmentationQuality,{'Promyelocyte'},{'Myelocyte'},{'Monoblast'},{'Lymphocyte'},{'Metamyelocyte'},{'Myeloblast'},{'Erythroblast'},{'Lymphoblast'},{'Granulocyte'},{'Plasma cell'},"{'Promyelocyte', 'Erythroblast'}",{'erythrocyte'},{'Monocyte'},{'Megakaryozyt'}
25012,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25137,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25250,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25139,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25265,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25200,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25247,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25333,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25072,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25210,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25211,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25062,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25189,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25299,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25325,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25136,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
24995,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25212,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25066,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
24987,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25108,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25152,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25044,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25048,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25225,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25009,1,46,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25209,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25015,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
24994,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25217,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25192,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25011,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25193,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25083,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25058,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25215,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25057,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
24992,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
24997,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25042,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25023,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25153,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25134,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25018,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25051,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25033,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25151,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25187,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25100,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25318,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
24990,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25116,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25017,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25185,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25081,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25019,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25021,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25141,1,46,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25292,1,46,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25041,1,46,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
25000,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25198,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25176,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25034,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25037,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25002,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25079,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
24998,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25038,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
24996,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25206,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25343,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25162,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
24991,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
24999,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25260,1,46,{'Bad'},0,0,0,0,0,0,0,0,1,0,0,0,0,0
25084,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25205,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
24989,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25342,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
24985,1,46,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
25028,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25010,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25160,1,46,{'Bad'},0,0,0,0,0,0,0,0,1,0,0,0,0,0
25246,1,46,{'Bad'},0,0,0,0,0,0,0,0,1,0,0,0,0,0
25001,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25080,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25046,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25231,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25007,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25035,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25186,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25082,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25050,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25093,1,46,{'Bad'},0,0,0,0,0,0,0,0,1,0,0,0,0,0
25024,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25004,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25014,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25312,1,46,{'Bad'},0,0,0,0,0,0,0,0,1,0,0,0,0,0
25327,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25158,1,46,{'Bad'},0,0,0,0,0,0,0,0,1,0,0,0,0,0
25307,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25026,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25111,1,46,{'Bad'},0,0,0,0,0,0,0,0,1,0,0,0,0,0
25235,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25190,1,46,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
25337,1,46,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25144,1,46,{'Bad'},0,0,0,0,0,0,0,0,1,0,0,0,0,0
25950,1,47,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25942,1,47,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25970,1,47,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25977,1,47,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25944,1,47,{'Mediocre'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25954,1,47,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
25946,1,47,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26248,1,49,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26255,1,49,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
24437,1,54,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
24453,1,54,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
24527,1,54,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26913,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26910,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26895,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26892,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26917,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26897,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26894,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26907,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26898,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26893,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26927,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26899,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26938,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26902,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26896,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26920,1,56,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
26937,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26901,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26939,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26936,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26944,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26909,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26951,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26929,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
26906,1,56,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
27774,1,61,{'Mediocre'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
27615,1,61,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
29036,1,77,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29037,1,77,{'Good'},0,0,0,0,0,0,0,0,0,1,0,0,0,0
29038,1,77,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
29039,1,77,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29040,1,77,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
29041,1,77,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29042,1,77,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
29047,1,77,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29049,1,77,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29050,1,77,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
29052,1,77,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29054,1,77,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
29055,1,77,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29058,1,77,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29059,1,77,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29061,1,77,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29062,1,77,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
29063,1,77,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
29064,1,77,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
29065,1,77,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29067,1,77,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
29070,1,77,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
29071,1,77,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29072,1,77,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
29073,1,77,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29077,1,77,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
29078,1,77,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
29079,1,77,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
29081,1,77,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29210,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29211,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29212,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29213,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29214,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29215,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29216,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29217,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29218,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29219,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29220,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29221,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29222,1,78,{'Good'},0,0,0,0,0,0,0,0,0,1,0,0,0,0
29223,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29226,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29227,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29228,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29229,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29230,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29231,1,78,{'Mediocre'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29232,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29233,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29234,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29235,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29236,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29237,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29238,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29239,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29240,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29241,1,78,{'Mediocre'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29242,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29243,1,78,{'Mediocre'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29244,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29245,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29246,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29247,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29248,1,78,{'Mediocre'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29249,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29250,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29251,1,78,{'Bad'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29252,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29253,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29254,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29256,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29257,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29258,1,78,{'Bad'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29259,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29260,1,78,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
29261,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29262,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29263,1,78,{'Good'},0,1,0,0,0,0,0,0,0,0,0,0,0,0
29264,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29268,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29271,1,78,{'Good'},0,1,0,0,0,0,0,0,0,0,0,0,0,0
29272,1,78,{'Mediocre'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29274,1,78,{'Good'},0,0,0,0,0,0,1,0,0,0,0,0,0,0
29275,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29277,1,78,{'Good'},0,1,0,0,0,0,0,0,0,0,0,0,0,0
29279,1,78,{'Good'},0,0,0,0,0,0,0,0,0,1,0,0,0,0
29280,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29283,1,78,{'Good'},0,0,0,0,1,0,0,0,0,0,0,0,0,0
29286,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29287,1,78,{'Good'},0,1,0,0,0,0,0,0,0,0,0,0,0,0
29288,1,78,{'Good'},0,0,0,0,1,0,0,0,0,0,0,0,0,0
29298,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29299,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29300,1,78,{'Good'},0,1,0,0,0,0,0,0,0,0,0,0,0,0
29303,1,78,{'Good'},0,1,0,0,0,0,0,0,0,0,0,0,0,0
29307,1,78,{'Good'},0,0,0,0,0,0,0,0,1,0,0,0,0,0
29309,1,78,{'Good'},0,0,0,0,1,0,0,0,0,0,0,0,0,0
29310,1,78,{'Good'},0,1,0,0,0,0,0,0,0,0,0,0,0,0
29311,1,78,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
29312,1,78,{'Good'},0,1,0,0,0,0,0,0,0,0,0,0,0,0
29313,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29319,1,78,{'Good'},0,1,0,0,0,0,0,0,0,0,0,0,0,0
29324,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29325,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29336,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29337,1,78,{'Good'},0,1,0,0,0,0,0,0,0,0,0,0,0,0
29339,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29340,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
29341,1,78,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30112,1,80,{'Good'},0,0,1,0,0,0,0,0,0,0,0,0,0,0
30113,1,80,{'Good'},0,0,1,0,0,0,0,0,0,0,0,0,0,0
30114,1,80,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30115,1,80,{'Good'},0,0,1,0,0,0,0,0,0,0,0,0,0,0
30116,1,80,{'Good'},0,0,1,0,0,0,0,0,0,0,0,0,0,0
30117,1,80,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
30118,1,80,{'Good'},0,0,1,0,0,0,0,0,0,0,0,0,0,0
30119,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30120,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30121,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30122,1,80,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
30123,1,80,{'Good'},0,0,1,0,0,0,0,0,0,0,0,0,0,0
30124,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30125,1,80,{'Good'},0,0,1,0,0,0,0,0,0,0,0,0,0,0
30126,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30127,1,80,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
30128,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30129,1,80,{'Good'},0,0,1,0,0,0,0,0,0,0,0,0,0,0
30130,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30131,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30132,1,80,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
30133,1,80,{'Good'},0,0,1,0,0,0,0,0,0,0,0,0,0,0
30134,1,80,{'Good'},0,0,1,0,0,0,0,0,0,0,0,0,0,0
30135,1,80,{'Good'},0,0,0,0,0,0,0,0,0,0,0,0,1,0
30136,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30137,1,80,{'Good'},0,0,1,0,0,0,0,0,0,0,0,0,0,0
30138,1,80,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
30139,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30140,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30141,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30142,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30143,1,80,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
30144,1,80,{'Good'},0,0,1,0,0,0,0,0,0,0,0,0,0,0
30145,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30146,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30147,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30148,1,80,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
30149,1,80,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
30150,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30151,1,80,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
30152,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30153,1,80,{'Good'},0,1,0,0,0,0,0,0,0,0,0,0,0,0
30154,1,80,{'Good'},0,0,1,0,0,0,0,0,0,0,0,0,0,0
30155,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30156,1,80,{'Good'},0,0,1,0,0,0,0,0,0,0,0,0,0,0
30157,1,80,{'Good'},0,0,1,0,0,0,0,0,0,0,0,0,0,0
30158,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30216,1,80,{'Good'},0,0,0,0,0,0,0,0,1,0,0,0,0,0
30217,1,80,{'Good'},0,0,1,0,0,0,0,0,0,0,0,0,0,0
30226,1,80,{'Good'},0,0,1,0,0,0,0,0,0,0,0,0,0,0
30228,1,80,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30231,1,80,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
30234,1,80,{'Good'},0,0,1,0,0,0,0,0,0,0,0,0,0,0
30834,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30835,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30836,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30837,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30838,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30839,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30840,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30841,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30842,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30843,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30844,1,89,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
30845,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30846,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30847,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30848,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30849,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30850,1,89,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
30851,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30852,1,89,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
30853,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30854,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30855,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30856,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30857,1,89,{'Good'},0,0,0,0,0,1,0,0,0,0,0,0,0,0
30858,1,89,{'Good'},1,0,0,0,0,0,0,0,0,0,0,0,0,0
